temperature,ph,turbidity,tds,light,timestamp,risk_score,risk_level
25.72,6.0,33.97,799.99,3.03,2026-03-21 23:09:57.202,45,Moderate
25.55,6.01,35.51,800.0,3.56,2026-03-21 23:12:57.202,45,Moderate
25.57,6.0,31.49,799.76,4.7,2026-03-21 23:15:57.202,45,Moderate
25.72,6.0,32.16,799.95,3.57,2026-03-21 23:18:57.202,45,Moderate
25.72,6.0,34.13,800.0,1.8,2026-03-21 23:21:57.202,45,Moderate
25.76,6.0,35.01,799.76,2.28,2026-03-21 23:24:57.202,45,Moderate
25.63,6.0,33.78,799.81,4.8,2026-03-21 23:27:57.202,45,Moderate
25.65,6.0,36.37,800.0,231.03,2026-03-21 23:30:57.202,45,Moderate
25.62,6.0,37.12,799.92,253.61,2026-03-21 23:33:57.202,45,Moderate
25.73,6.0,33.88,798.67,254.26,2026-03-21 23:36:57.202,45,Moderate
25.68,6.01,34.61,799.58,252.22,2026-03-21 23:39:57.202,45,Moderate
25.6,6.0,32.91,799.29,359.84,2026-03-21 23:42:57.202,45,Moderate
25.68,6.0,31.82,800.0,326.97,2026-03-21 23:45:57.202,45,Moderate
25.74,6.0,38.05,800.0,138.3,2026-03-21 23:48:57.202,45,Moderate
25.64,6.0,31.77,799.8,166.31,2026-03-21 23:51:57.202,45,Moderate
25.63,6.0,31.68,799.33,128.48,2026-03-21 23:54:57.202,45,Moderate
25.74,6.0,30.88,799.17,285.5,2026-03-21 23:57:57.202,45,Moderate
25.65,6.0,34.11,800.0,404.93,2026-03-22 00:00:57.202,45,Moderate
25.73,6.0,31.28,799.86,273.07,2026-03-22 00:03:57.202,45,Moderate
25.72,6.0,36.17,800.0,304.62,2026-03-22 00:06:57.202,45,Moderate
25.71,6.0,27.66,800.0,255.13,2026-03-22 00:09:57.202,30,Safe
25.73,6.0,34.56,799.87,142.21,2026-03-22 00:12:57.202,45,Moderate
25.73,6.01,30.42,798.57,329.99,2026-03-22 00:15:57.202,45,Moderate
25.75,6.01,34.45,797.55,248.38,2026-03-22 00:18:57.202,45,Moderate
25.69,6.0,32.19,797.75,322.04,2026-03-22 00:21:57.202,45,Moderate
25.6,6.03,32.46,798.31,379.58,2026-03-22 00:24:57.202,45,Moderate
25.6,6.01,31.0,798.63,149.5,2026-03-22 00:27:57.202,45,Moderate
25.56,6.01,33.03,798.73,95.43,2026-03-22 00:30:57.202,45,Moderate
25.6,6.0,32.14,798.19,89.64,2026-03-22 00:33:57.202,45,Moderate
25.6,6.0,33.76,798.82,80.92,2026-03-22 00:36:57.202,45,Moderate
25.62,6.0,33.99,798.36,38.36,2026-03-22 00:39:57.202,45,Moderate
25.67,6.0,34.96,798.98,78.27,2026-03-22 00:42:57.202,45,Moderate
25.75,6.0,31.43,799.21,78.34,2026-03-22 00:45:57.202,45,Moderate
25.63,6.0,31.43,799.8,32.32,2026-03-22 00:48:57.202,45,Moderate
25.72,6.0,30.76,799.03,28.42,2026-03-22 00:51:57.202,45,Moderate
25.77,6.0,30.37,798.57,119.0,2026-03-22 00:54:57.202,45,Moderate
25.68,6.0,32.2,798.16,79.64,2026-03-22 00:57:57.202,45,Moderate
25.65,6.01,34.18,798.49,94.73,2026-03-22 01:00:57.202,45,Moderate
25.62,6.01,34.48,797.51,45.35,2026-03-22 01:03:57.202,45,Moderate
25.71,6.02,34.55,798.44,21.11,2026-03-22 01:06:57.202,45,Moderate
25.74,6.01,34.25,797.34,85.51,2026-03-22 01:09:57.202,45,Moderate
25.7,6.0,33.1,796.8,91.62,2026-03-22 01:12:57.202,45,Moderate
25.6,6.0,33.01,796.94,18.51,2026-03-22 01:15:57.202,45,Moderate
25.65,6.01,28.84,797.36,47.5,2026-03-22 01:18:57.202,30,Safe
25.69,6.01,29.36,798.02,113.64,2026-03-22 01:21:57.202,30,Safe
25.58,6.02,34.57,797.79,111.11,2026-03-22 01:24:57.202,45,Moderate
25.62,6.01,33.53,798.43,58.94,2026-03-22 01:27:57.202,45,Moderate
25.74,6.01,34.36,798.06,184.0,2026-03-22 01:30:57.202,45,Moderate
25.63,6.0,32.39,797.66,285.06,2026-03-22 01:33:57.202,45,Moderate
25.6,6.0,30.42,797.76,315.18,2026-03-22 01:36:57.202,45,Moderate
25.68,6.0,28.07,798.44,593.72,2026-03-22 01:39:57.202,30,Safe
25.71,6.0,29.45,798.96,559.88,2026-03-22 01:42:57.202,30,Safe
25.69,6.0,31.49,799.23,161.94,2026-03-22 01:45:57.202,45,Moderate
25.73,6.0,30.32,799.85,515.71,2026-03-22 01:48:57.202,45,Moderate
25.64,6.0,30.85,800.0,605.51,2026-03-22 01:51:57.202,45,Moderate
25.64,6.0,32.31,798.85,173.47,2026-03-22 01:54:57.202,45,Moderate
25.69,6.0,30.53,799.26,781.24,2026-03-22 01:57:57.202,45,Moderate
25.64,6.0,32.49,800.0,763.72,2026-03-22 02:00:57.202,45,Moderate
25.62,6.0,30.64,800.0,607.22,2026-03-22 02:03:57.202,45,Moderate
25.68,6.0,29.34,800.0,605.5,2026-03-22 02:06:57.202,30,Safe
25.64,6.0,30.41,800.0,125.94,2026-03-22 02:09:57.202,45,Moderate
25.68,6.01,30.56,800.0,806.73,2026-03-22 02:12:57.202,45,Moderate
25.79,6.0,31.66,800.0,710.59,2026-03-22 02:15:57.202,45,Moderate
25.65,6.0,30.85,800.0,318.94,2026-03-22 02:18:57.202,45,Moderate
25.75,6.0,29.27,799.93,222.09,2026-03-22 02:21:57.202,30,Safe
25.68,6.0,30.74,799.76,634.59,2026-03-22 02:24:57.202,45,Moderate
25.65,6.0,29.79,800.0,869.68,2026-03-22 02:27:57.202,30,Safe
25.63,6.0,37.63,800.0,2151.85,2026-03-22 02:30:57.202,45,Moderate
25.59,6.0,40.45,800.0,3155.93,2026-03-22 02:33:57.202,45,Moderate
25.6,6.0,36.15,800.0,2026.1,2026-03-22 02:36:57.202,45,Moderate
25.59,6.0,41.13,800.0,2017.92,2026-03-22 02:39:57.202,45,Moderate
25.6,6.0,44.61,800.0,1892.49,2026-03-22 02:42:57.202,45,Moderate
25.59,6.01,45.0,800.0,1372.38,2026-03-22 02:45:57.202,45,Moderate
25.69,6.0,47.27,800.0,1900.87,2026-03-22 02:48:57.202,45,Moderate
25.67,6.0,46.26,800.0,2190.67,2026-03-22 02:51:57.202,45,Moderate
25.73,6.0,44.91,800.0,1930.18,2026-03-22 02:54:57.202,45,Moderate
25.83,6.0,42.31,800.0,2483.33,2026-03-22 02:57:57.202,45,Moderate
25.69,6.0,42.31,800.0,1822.56,2026-03-22 03:00:57.202,45,Moderate
25.66,6.0,36.34,799.49,1751.96,2026-03-22 03:03:57.202,45,Moderate
25.69,6.0,38.08,800.0,1548.43,2026-03-22 03:06:57.202,45,Moderate
25.68,6.0,38.37,800.0,2130.38,2026-03-22 03:09:57.202,45,Moderate
25.61,6.02,36.92,799.69,2909.18,2026-03-22 03:12:57.202,45,Moderate
25.73,6.0,35.47,798.64,1950.32,2026-03-22 03:15:57.202,45,Moderate
25.6,6.0,38.43,798.27,1983.31,2026-03-22 03:18:57.202,45,Moderate
25.66,6.0,40.05,798.81,2794.38,2026-03-22 03:21:57.202,45,Moderate
25.64,6.0,38.92,797.91,2176.0,2026-03-22 03:24:57.202,45,Moderate
25.65,6.02,36.7,799.36,1488.91,2026-03-22 03:27:57.202,45,Moderate
25.61,6.0,37.64,799.18,1486.22,2026-03-22 03:30:57.202,45,Moderate
25.6,6.01,38.45,798.33,2440.02,2026-03-22 03:33:57.202,45,Moderate
25.63,6.0,41.22,798.14,2781.04,2026-03-22 03:36:57.202,45,Moderate
25.62,6.0,39.65,798.73,2671.02,2026-03-22 03:39:57.202,45,Moderate
25.65,6.0,38.59,797.79,2495.0,2026-03-22 03:42:57.202,45,Moderate
25.64,6.0,39.28,797.83,2257.46,2026-03-22 03:45:57.202,45,Moderate
25.59,6.0,37.5,799.46,2169.93,2026-03-22 03:48:57.202,45,Moderate
25.64,6.0,37.98,799.42,1957.96,2026-03-22 03:51:57.202,45,Moderate
25.71,6.0,36.46,799.62,2464.19,2026-03-22 03:54:57.202,45,Moderate
25.6,6.0,37.7,799.89,2071.34,2026-03-22 03:57:57.202,45,Moderate
25.57,6.0,38.69,800.0,2528.09,2026-03-22 04:00:57.202,45,Moderate
25.66,6.0,35.6,799.27,1953.39,2026-03-22 04:03:57.202,45,Moderate
25.71,6.0,37.01,797.65,2334.43,2026-03-22 04:06:57.202,45,Moderate
25.68,6.0,38.25,797.98,2345.79,2026-03-22 04:09:57.202,45,Moderate
25.73,6.0,38.0,798.61,1809.98,2026-03-22 04:12:57.202,45,Moderate
25.78,6.0,38.09,797.46,1798.0,2026-03-22 04:15:57.202,45,Moderate
25.69,6.0,37.85,796.58,1748.29,2026-03-22 04:18:57.202,45,Moderate
25.71,6.0,39.49,796.39,1968.46,2026-03-22 04:21:57.202,45,Moderate
25.7,6.0,35.06,796.52,2166.14,2026-03-22 04:24:57.202,45,Moderate
25.62,6.0,34.33,796.95,2708.22,2026-03-22 04:27:57.202,45,Moderate
25.8,6.0,36.59,797.57,2337.73,2026-03-22 04:30:57.202,45,Moderate
26.04,6.0,38.54,799.06,2623.54,2026-03-22 04:33:57.202,45,Moderate
25.98,6.0,36.08,800.0,2899.88,2026-03-22 04:36:57.202,45,Moderate
25.9,6.0,35.03,800.0,2651.19,2026-03-22 04:39:57.202,45,Moderate
25.89,6.0,38.36,799.27,1664.94,2026-03-22 04:42:57.202,45,Moderate
25.91,6.0,34.76,798.94,2769.5,2026-03-22 04:45:57.202,45,Moderate
26.01,6.0,35.65,799.48,1597.7,2026-03-22 04:48:57.202,45,Moderate
26.03,6.0,34.39,800.0,2364.95,2026-03-22 04:51:57.202,45,Moderate
26.05,6.0,33.07,800.0,2246.6,2026-03-22 04:54:57.202,45,Moderate
25.88,6.0,36.15,800.0,2135.01,2026-03-22 04:57:57.202,45,Moderate
25.87,6.01,36.68,800.0,2261.09,2026-03-22 05:00:57.202,45,Moderate
25.89,6.03,36.22,800.0,2040.71,2026-03-22 05:03:57.202,45,Moderate
25.87,6.01,34.96,799.57,2573.9,2026-03-22 05:06:57.202,45,Moderate
25.84,6.01,35.51,800.0,2964.4,2026-03-22 05:09:57.202,45,Moderate
25.89,6.0,35.24,800.0,1630.91,2026-03-22 05:12:57.202,45,Moderate
25.93,6.0,38.3,800.0,2078.87,2026-03-22 05:15:57.202,45,Moderate
25.89,6.0,35.98,799.58,1560.18,2026-03-22 05:18:57.202,45,Moderate
25.93,6.0,38.4,798.17,2545.81,2026-03-22 05:21:57.202,45,Moderate
25.91,6.0,38.14,798.65,2318.5,2026-03-22 05:24:57.202,45,Moderate
25.97,6.0,35.22,797.69,2944.48,2026-03-22 05:27:57.202,45,Moderate
25.9,6.0,38.02,797.54,1934.2,2026-03-22 05:30:57.202,45,Moderate
25.92,6.0,35.62,798.49,1638.15,2026-03-22 05:33:57.202,45,Moderate
25.91,6.02,34.54,799.24,1798.63,2026-03-22 05:36:57.202,45,Moderate
25.88,6.0,33.73,798.75,1547.61,2026-03-22 05:39:57.202,45,Moderate
25.74,6.0,34.97,799.09,2024.45,2026-03-22 05:42:57.202,45,Moderate
25.9,6.0,35.41,798.05,1642.62,2026-03-22 05:45:57.202,45,Moderate
25.89,6.0,35.82,797.91,1526.31,2026-03-22 05:48:57.202,45,Moderate
25.96,6.0,37.72,798.28,2516.49,2026-03-22 05:51:57.202,45,Moderate
25.91,6.0,36.74,800.0,3204.45,2026-03-22 05:54:57.202,45,Moderate
26.08,6.0,34.71,799.51,3093.66,2026-03-22 05:57:57.202,45,Moderate
26.07,6.0,37.14,800.0,2273.04,2026-03-22 06:00:57.202,45,Moderate
26.0,6.0,37.62,800.0,2757.05,2026-03-22 06:03:57.202,45,Moderate
26.0,6.0,32.5,800.0,2096.1,2026-03-22 06:06:57.202,45,Moderate
25.98,6.0,35.02,800.0,2754.17,2026-03-22 06:09:57.202,45,Moderate
25.96,6.0,34.15,800.0,3091.51,2026-03-22 06:12:57.202,45,Moderate
25.84,6.0,32.64,798.81,2385.08,2026-03-22 06:15:57.202,45,Moderate
25.82,6.01,34.02,799.34,2357.1,2026-03-22 06:18:57.202,45,Moderate
25.92,6.01,33.31,798.6,3035.6,2026-03-22 06:21:57.202,45,Moderate
25.84,6.0,33.18,797.64,1445.38,2026-03-22 06:24:57.202,45,Moderate
25.84,6.0,34.14,798.94,1926.01,2026-03-22 06:27:57.202,45,Moderate
25.85,6.0,35.58,798.48,1799.64,2026-03-22 06:30:57.202,45,Moderate
25.94,6.0,32.73,798.18,2337.89,2026-03-22 06:33:57.202,45,Moderate
25.98,6.0,33.03,798.76,2431.05,2026-03-22 06:36:57.202,45,Moderate
25.98,6.0,34.06,798.48,2101.58,2026-03-22 06:39:57.202,45,Moderate
25.97,6.0,33.36,798.92,1972.1,2026-03-22 06:42:57.202,45,Moderate
26.04,6.02,32.78,798.92,1999.5,2026-03-22 06:45:57.202,45,Moderate
25.95,6.03,34.43,798.82,3184.4,2026-03-22 06:48:57.202,45,Moderate
25.93,6.0,35.18,799.13,2650.89,2026-03-22 06:51:57.202,45,Moderate
25.78,6.02,32.31,797.73,2969.24,2026-03-22 06:54:57.202,45,Moderate
25.85,6.0,33.82,797.89,2516.68,2026-03-22 06:57:57.202,45,Moderate
25.84,6.0,33.85,797.22,1825.89,2026-03-22 07:00:57.202,45,Moderate
25.95,6.0,31.93,795.35,2699.66,2026-03-22 07:03:57.202,45,Moderate
25.96,6.0,31.65,796.12,1613.39,2026-03-22 07:06:57.202,45,Moderate
25.96,6.01,34.48,796.29,2275.46,2026-03-22 07:09:57.202,45,Moderate
25.86,6.0,30.32,795.68,2419.04,2026-03-22 07:12:57.202,45,Moderate
25.9,6.0,32.12,795.91,2144.17,2026-03-22 07:15:57.202,45,Moderate
25.9,6.0,35.64,795.98,2237.61,2026-03-22 07:18:57.202,45,Moderate
25.92,6.0,35.21,794.91,2839.39,2026-03-22 07:21:57.202,45,Moderate
25.9,6.0,32.05,794.26,2573.54,2026-03-22 07:24:57.202,45,Moderate
25.9,6.0,33.86,794.85,2796.23,2026-03-22 07:27:57.202,45,Moderate
25.97,6.0,32.62,795.92,3091.07,2026-03-22 07:30:57.202,45,Moderate
25.91,6.0,31.11,795.71,2062.31,2026-03-22 07:33:57.202,45,Moderate
25.9,6.0,37.12,796.73,2102.11,2026-03-22 07:36:57.202,45,Moderate
25.91,6.0,34.2,796.17,2293.96,2026-03-22 07:39:57.202,45,Moderate
25.94,6.0,31.13,797.96,2607.03,2026-03-22 07:42:57.202,45,Moderate
25.93,6.0,34.79,797.55,2279.64,2026-03-22 07:45:57.202,45,Moderate
25.94,6.0,33.18,798.57,1729.92,2026-03-22 07:48:57.202,45,Moderate
26.07,6.0,34.84,798.82,1276.61,2026-03-22 07:51:57.202,45,Moderate
26.04,6.0,33.2,799.1,2432.52,2026-03-22 07:54:57.202,45,Moderate
26.04,6.0,30.5,799.06,2497.24,2026-03-22 07:57:57.202,45,Moderate
25.94,6.0,32.07,799.39,2296.6,2026-03-22 08:00:57.202,45,Moderate
25.88,6.0,33.96,799.59,3120.4,2026-03-22 08:03:57.202,45,Moderate
25.87,6.0,32.33,800.0,2630.49,2026-03-22 08:06:57.202,45,Moderate
25.97,6.0,34.88,799.2,1715.82,2026-03-22 08:09:57.202,45,Moderate
25.98,6.0,33.25,799.72,1684.46,2026-03-22 08:12:57.202,45,Moderate
26.01,6.0,32.98,798.98,2655.7,2026-03-22 08:15:57.202,45,Moderate
25.97,6.0,32.98,799.92,2011.61,2026-03-22 08:18:57.202,45,Moderate
25.89,6.0,32.74,800.0,2866.14,2026-03-22 08:21:57.202,45,Moderate
25.82,6.01,30.41,799.23,1409.03,2026-03-22 08:24:57.202,45,Moderate
25.87,6.0,29.63,799.98,2535.94,2026-03-22 08:27:57.202,30,Safe
25.95,6.01,32.12,799.96,1669.98,2026-03-22 08:30:57.202,45,Moderate
26.04,6.01,32.91,799.83,2504.77,2026-03-22 08:33:57.202,45,Moderate
25.99,6.01,35.98,799.96,1479.39,2026-03-22 08:36:57.202,45,Moderate
25.99,6.02,31.26,800.0,2588.22,2026-03-22 08:39:57.202,45,Moderate
26.06,6.0,32.7,799.75,1274.26,2026-03-22 08:42:57.202,45,Moderate
25.93,6.0,31.9,799.15,3106.12,2026-03-22 08:45:57.202,45,Moderate
26.03,6.0,31.02,799.26,2293.42,2026-03-22 08:48:57.202,45,Moderate
26.02,6.0,33.69,797.11,1559.8,2026-03-22 08:51:57.202,45,Moderate
25.92,6.0,33.35,798.7,2298.88,2026-03-22 08:54:57.202,45,Moderate
26.04,6.0,27.71,799.48,2298.88,2026-03-22 08:57:57.202,30,Safe
25.91,6.0,31.92,798.49,2168.07,2026-03-22 09:00:57.202,45,Moderate
25.8,6.0,31.02,799.71,2831.87,2026-03-22 09:03:57.202,45,Moderate
25.88,6.0,30.68,800.0,1904.7,2026-03-22 09:06:57.202,45,Moderate
25.88,6.0,29.59,800.0,2146.96,2026-03-22 09:09:57.202,30,Safe
25.85,6.0,30.48,799.97,2225.57,2026-03-22 09:12:57.202,45,Moderate
25.92,6.0,28.85,800.0,1940.85,2026-03-22 09:15:57.202,30,Safe
26.0,6.0,27.95,800.0,2380.78,2026-03-22 09:18:57.202,30,Safe
26.04,6.0,29.26,799.36,1879.74,2026-03-22 09:21:57.202,30,Safe
25.9,6.0,30.87,800.0,1595.99,2026-03-22 09:24:57.202,45,Moderate
25.83,6.0,29.45,800.0,2382.75,2026-03-22 09:27:57.202,30,Safe
25.89,6.0,30.06,799.13,2325.9,2026-03-22 09:30:57.202,45,Moderate
25.92,6.01,31.98,800.0,1745.51,2026-03-22 09:33:57.202,45,Moderate
25.99,6.0,32.32,800.0,1770.7,2026-03-22 09:36:57.202,45,Moderate
25.92,6.0,31.78,800.0,2762.32,2026-03-22 09:39:57.202,45,Moderate
25.88,6.0,30.02,800.0,2114.9,2026-03-22 09:42:57.202,45,Moderate
25.92,6.0,29.96,800.0,2381.66,2026-03-22 09:45:57.202,30,Safe
25.9,6.03,31.63,800.0,2079.36,2026-03-22 09:48:57.202,45,Moderate
25.86,6.02,30.78,800.0,1825.2,2026-03-22 09:51:57.202,45,Moderate
25.85,6.0,30.0,800.0,2700.43,2026-03-22 09:54:57.202,30,Safe
25.93,6.0,31.62,799.05,1449.65,2026-03-22 09:57:57.202,45,Moderate
25.81,6.0,30.1,797.74,1269.71,2026-03-22 10:00:57.202,45,Moderate
25.91,6.0,29.84,796.7,2147.96,2026-03-22 10:03:57.202,30,Safe
26.06,6.0,32.35,797.7,1978.61,2026-03-22 10:06:57.202,45,Moderate
26.13,6.0,28.01,797.53,2223.93,2026-03-22 10:09:57.202,30,Safe
26.09,6.0,30.77,797.77,2070.41,2026-03-22 10:12:57.202,45,Moderate
26.01,6.0,29.42,798.3,2989.04,2026-03-22 10:15:57.202,30,Safe
26.0,6.0,30.7,798.88,2257.28,2026-03-22 10:18:57.202,45,Moderate
25.92,6.0,28.77,800.0,2192.37,2026-03-22 10:21:57.202,30,Safe
25.96,6.0,30.78,800.0,1900.17,2026-03-22 10:24:57.202,45,Moderate
25.94,6.0,27.79,799.98,2452.5,2026-03-22 10:27:57.202,30,Safe
25.92,6.0,27.79,800.0,2487.94,2026-03-22 10:30:57.202,30,Safe
25.89,6.0,29.1,800.0,2554.08,2026-03-22 10:33:57.202,30,Safe
25.96,6.0,31.2,799.89,1874.92,2026-03-22 10:36:57.202,45,Moderate
25.88,6.0,29.0,799.57,2388.43,2026-03-22 10:39:57.202,30,Safe
25.88,6.0,27.53,800.0,1540.33,2026-03-22 10:42:57.202,30,Safe
25.92,6.0,29.85,800.0,1831.65,2026-03-22 10:45:57.202,30,Safe
26.02,6.01,27.17,798.66,2266.43,2026-03-22 10:48:57.202,30,Safe
26.03,6.02,27.02,798.79,1352.95,2026-03-22 10:51:57.202,30,Safe
25.93,6.0,27.4,798.09,2550.43,2026-03-22 10:54:57.202,30,Safe
26.02,6.0,26.97,798.35,2119.78,2026-03-22 10:57:57.202,30,Safe
26.02,6.0,28.05,797.85,1403.17,2026-03-22 11:00:57.202,30,Safe
25.95,6.0,29.75,798.59,1956.28,2026-03-22 11:03:57.202,30,Safe
25.92,6.0,26.44,798.12,1822.27,2026-03-22 11:06:57.202,30,Safe
25.9,6.02,29.52,799.02,2327.93,2026-03-22 11:09:57.202,30,Safe
25.96,6.0,27.82,799.27,2189.8,2026-03-22 11:12:57.202,30,Safe
25.96,6.02,29.31,799.35,1662.35,2026-03-22 11:15:57.202,30,Safe
26.02,6.0,28.75,800.0,3236.91,2026-03-22 11:18:57.202,30,Safe
25.96,6.03,27.13,800.0,2843.79,2026-03-22 11:21:57.202,30,Safe
25.94,6.02,29.47,799.54,2576.09,2026-03-22 11:24:57.202,30,Safe
25.9,6.03,27.99,800.0,1717.89,2026-03-22 11:27:57.202,30,Safe
25.94,6.04,26.96,799.43,1609.88,2026-03-22 11:30:57.202,30,Safe
25.83,6.0,29.29,799.08,1367.26,2026-03-22 11:33:57.202,30,Safe
25.79,6.0,30.22,799.41,2168.44,2026-03-22 11:36:57.202,45,Moderate
25.79,6.0,26.56,799.98,2136.82,2026-03-22 11:39:57.202,30,Safe
25.73,6.0,26.47,800.0,2090.66,2026-03-22 11:42:57.202,30,Safe
25.72,6.0,28.1,800.0,1204.57,2026-03-22 11:45:57.202,30,Safe
25.79,6.0,28.39,800.0,2294.98,2026-03-22 11:48:57.202,30,Safe
25.74,6.0,28.3,800.0,1480.17,2026-03-22 11:51:57.202,30,Safe
25.65,6.0,26.95,800.0,1378.84,2026-03-22 11:54:57.202,30,Safe
25.67,6.0,28.28,800.0,1499.91,2026-03-22 11:57:57.202,30,Safe
25.62,6.01,30.04,800.0,1199.09,2026-03-22 12:00:57.202,45,Moderate
25.7,6.01,26.08,800.0,1460.58,2026-03-22 12:03:57.202,30,Safe
25.66,6.01,24.61,799.25,2228.23,2026-03-22 12:06:57.202,30,Safe
25.64,6.02,27.34,799.57,1693.7,2026-03-22 12:09:57.202,30,Safe
25.61,6.01,29.9,798.17,1132.18,2026-03-22 12:12:57.202,30,Safe
25.48,6.0,27.65,798.54,1319.3,2026-03-22 12:15:57.202,30,Safe
25.6,6.0,29.38,798.0,1836.9,2026-03-22 12:18:57.202,30,Safe
25.58,6.0,26.68,798.06,2198.74,2026-03-22 12:21:57.202,30,Safe
25.65,6.0,27.32,797.03,1194.27,2026-03-22 12:24:57.202,30,Safe
25.64,6.0,28.5,798.49,1579.56,2026-03-22 12:27:57.202,30,Safe
25.73,6.03,38.87,800.0,142.43,2026-03-22 12:30:57.202,45,Moderate
25.71,6.03,38.72,800.0,141.04,2026-03-22 12:33:57.202,45,Moderate
25.73,6.04,40.09,800.0,133.21,2026-03-22 12:36:57.202,45,Moderate
25.67,6.03,44.63,800.0,68.57,2026-03-22 12:39:57.202,45,Moderate
25.71,6.02,37.78,800.0,47.62,2026-03-22 12:42:57.202,45,Moderate
25.75,6.0,37.0,800.0,86.43,2026-03-22 12:45:57.202,45,Moderate
25.63,6.0,42.78,800.0,64.14,2026-03-22 12:48:57.202,45,Moderate
25.7,6.0,46.29,800.0,109.11,2026-03-22 12:51:57.202,45,Moderate
25.78,6.0,40.81,800.0,44.53,2026-03-22 12:54:57.202,45,Moderate
25.78,6.0,40.94,800.0,163.24,2026-03-22 12:57:57.202,45,Moderate
25.79,6.0,42.23,800.0,153.24,2026-03-22 13:00:57.202,45,Moderate
25.81,6.0,36.48,799.58,147.61,2026-03-22 13:03:57.202,45,Moderate
25.75,6.0,36.52,799.71,171.93,2026-03-22 13:06:57.202,45,Moderate
25.7,6.0,34.08,798.79,132.81,2026-03-22 13:09:57.202,45,Moderate
25.74,6.0,35.26,798.63,79.42,2026-03-22 13:12:57.202,45,Moderate
25.74,6.0,33.22,799.02,110.08,2026-03-22 13:15:57.202,45,Moderate
25.65,6.0,31.74,798.04,118.97,2026-03-22 13:18:57.202,45,Moderate
25.73,6.0,35.62,799.21,80.41,2026-03-22 13:21:57.202,45,Moderate
25.76,6.01,32.09,799.07,151.24,2026-03-22 13:24:57.202,45,Moderate
25.71,6.02,32.09,797.82,72.79,2026-03-22 13:27:57.202,45,Moderate
25.66,6.01,34.73,796.57,327.29,2026-03-22 13:30:57.202,45,Moderate
25.76,6.02,33.19,795.93,303.87,2026-03-22 13:33:57.202,45,Moderate
25.73,6.01,33.54,795.68,103.51,2026-03-22 13:36:57.202,45,Moderate
25.67,6.0,33.94,794.99,330.53,2026-03-22 13:39:57.202,45,Moderate
25.63,6.01,32.36,794.27,125.98,2026-03-22 13:42:57.202,45,Moderate
25.58,6.0,34.57,795.26,251.66,2026-03-22 13:45:57.202,45,Moderate
25.69,6.01,33.58,794.67,213.89,2026-03-22 13:48:57.202,45,Moderate
25.7,6.0,33.92,794.67,255.35,2026-03-22 13:51:57.202,45,Moderate
25.7,6.0,37.4,794.81,313.54,2026-03-22 13:54:57.202,45,Moderate
25.55,6.0,35.25,796.06,267.61,2026-03-22 13:57:57.202,45,Moderate
25.57,6.0,34.04,796.22,189.28,2026-03-22 14:00:57.202,45,Moderate
25.53,6.0,34.65,795.96,132.83,2026-03-22 14:03:57.202,45,Moderate
25.54,6.0,35.11,796.19,355.34,2026-03-22 14:06:57.202,45,Moderate
25.6,6.0,33.43,797.36,316.42,2026-03-22 14:09:57.202,45,Moderate
25.58,6.0,35.36,797.99,340.4,2026-03-22 14:12:57.202,45,Moderate
25.66,6.02,30.23,797.26,240.85,2026-03-22 14:15:57.202,45,Moderate
25.59,6.01,33.34,797.13,119.61,2026-03-22 14:18:57.202,45,Moderate
25.71,6.02,31.37,797.82,249.16,2026-03-22 14:21:57.202,45,Moderate
25.72,6.0,33.82,796.61,299.19,2026-03-22 14:24:57.202,45,Moderate
25.71,6.0,33.88,797.83,235.82,2026-03-22 14:27:57.202,45,Moderate
25.68,6.0,34.76,797.52,131.61,2026-03-22 14:30:57.202,45,Moderate
25.69,6.0,31.71,798.04,105.05,2026-03-22 14:33:57.202,45,Moderate
25.66,6.0,33.62,799.24,125.78,2026-03-22 14:36:57.202,45,Moderate
25.67,6.0,33.98,798.76,338.02,2026-03-22 14:39:57.202,45,Moderate
25.75,6.0,33.48,799.48,183.25,2026-03-22 14:42:57.202,45,Moderate
25.69,6.0,32.83,798.9,332.09,2026-03-22 14:45:57.202,45,Moderate
25.69,6.0,35.36,798.94,131.61,2026-03-22 14:48:57.202,45,Moderate
25.7,6.0,34.6,800.0,116.66,2026-03-22 14:51:57.202,45,Moderate
25.75,6.0,33.06,798.64,291.44,2026-03-22 14:54:57.202,45,Moderate
25.64,6.0,32.99,799.1,349.4,2026-03-22 14:57:57.202,45,Moderate
25.71,6.0,34.16,798.31,261.83,2026-03-22 15:00:57.202,45,Moderate
25.71,6.01,32.71,797.72,109.02,2026-03-22 15:03:57.202,45,Moderate
25.75,6.0,33.31,796.75,363.06,2026-03-22 15:06:57.202,45,Moderate
25.84,6.0,32.81,797.08,210.88,2026-03-22 15:09:57.202,45,Moderate
25.9,6.0,31.92,797.79,279.62,2026-03-22 15:12:57.202,45,Moderate
25.79,6.0,31.36,796.66,141.44,2026-03-22 15:15:57.202,45,Moderate
25.8,6.0,33.02,798.43,143.15,2026-03-22 15:18:57.202,45,Moderate
25.86,6.0,33.5,799.46,260.67,2026-03-22 15:21:57.202,45,Moderate
25.81,6.0,32.36,798.36,126.84,2026-03-22 15:24:57.202,45,Moderate
25.81,6.0,33.24,799.06,103.78,2026-03-22 15:27:57.202,45,Moderate
25.73,6.0,30.51,799.75,94.37,2026-03-22 15:30:57.202,45,Moderate
25.6,6.0,32.59,800.0,265.18,2026-03-22 15:33:57.202,45,Moderate
